timestamp,time_of_day,slice_type,jitter,packet_loss,throughput,rollback_active
2025-12-26T14:23:38.862969,430.93213497794466,0.5692260888022035,0.0,614.5646571838357,62.58608550893015,False
2025-12-26T15:08:38.037056,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:33:18.673839,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:33:42.364645,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:35:47.288406,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:38:27.740371,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:42:58.965524,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:44:38.488616,430.93213497794466,0.0,0.0,614.5646571838357,62.58608550893015,False
2025-12-26T15:44:56.571642,430.93213497794466,0.0,0.0,614.5646571838357,6258.608550893015,False
2025-12-26T15:45:12.755376,430.93213497794466,0.0,0.0,6.145646571838357,6258.608550893015,False
2025-12-26T15:45:23.407523,430.93213497794466,0.5692260888022035,0.0,6.145646571838357,6258.608550893015,False
2025-12-26T15:45:30.269477,430.93213497794466,0.5692260888022035,96.00222446818452,6.145646571838357,6258.608550893015,False
2025-12-26T15:45:41.027343,430.93213497794466,0.5692260888022035,0.0,6.145646571838357,62586.08550893015,False
2025-12-26T15:46:02.213050,430.93213497794466,0.5692260888022035,0.0,6.145646571838357,3129.3042754465073,False
2025-12-26T15:46:09.675525,430.93213497794466,0.5692260888022035,0.0,6.145646571838357,625.8608550893015,False
2025-12-26T15:51:13.782498,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:52:54.645510,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T15:54:14.129072,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:06:00.483153,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:08:57.678648,18.736179781649767,0.0,480.01112234092267,368.73879431030144,31293.042754465074,False
2025-12-26T18:09:13.101726,18.736179781649767,0.0,4320.100101068304,368.73879431030144,31293.042754465074,False
2025-12-26T18:11:10.783907,18.736179781649767,0.0,4320.100101068304,368.73879431030144,312.93042754465074,False
2025-12-26T18:22:19.557134,18.736179781649767,0.0,4320.100101068304,368.73879431030144,312.93042754465074,False
2025-12-26T18:24:43.449636,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:33:06.836866,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:33:38.805640,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,6258.608550893015,False
2025-12-26T18:33:44.616216,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,625.8608550893015,False
2025-12-26T18:33:53.799625,224.8341573797972,0.0,9.600222446818453,1.2291293143676716,625.8608550893015,False
2025-12-26T18:37:48.263174,18.736179781649767,0.0,144.00333670227678,3.0728232859191786,31293.042754465074,False
2025-12-26T18:37:57.806850,149.88943825319814,0.0,144.00333670227678,3.0728232859191786,31293.042754465074,False
2025-12-26T18:38:06.557621,149.88943825319814,0.5692260888022035,144.00333670227678,3.0728232859191786,31293.042754465074,False
2025-12-26T18:44:17.686784,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:45:26.988940,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:29.240792,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:30.891608,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:31.785003,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:32.261003,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:32.458784,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:32.657929,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:32.860716,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:33.078247,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:33.309096,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:33.888247,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:34.092135,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:34.309025,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:34.526461,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:44.333855,18.736179781649767,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:45.416228,18.736179781649767,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:46:48.995941,18.736179781649767,0.0,48.00111223409226,1.2291293143676716,1251.721710178603,False
2025-12-26T18:49:58.440729,18.736179781649767,0.5692260888022035,48.00111223409226,6.145646571838357,1251.721710178603,False
2025-12-26T18:54:29.406666,224.8341573797972,0.0,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T18:54:49.052677,18.736179781649767,0.0,48.00111223409226,6.145646571838357,1251.721710178603,False
2025-12-26T18:54:54.731800,18.736179781649767,0.0,48.00111223409226,6.145646571838357,125.1721710178603,False
2025-12-26T19:04:51.433861,18.736179781649767,0.0,48.00111223409226,6.145646571838357,125.1721710178603,False
2025-12-26T19:04:56.345379,18.736179781649767,0.0,48.00111223409226,61.45646571838357,125.1721710178603,False
2025-12-26T19:05:15.207768,18.736179781649767,1.138452177604407,48.00111223409226,61.45646571838357,125.1721710178603,False
2025-12-26T19:07:10.030292,224.8341573797972,0.5692260888022035,48.00111223409226,1.2291293143676716,12517.21710178603,False
2025-12-26T19:07:26.977094,224.8341573797972,0.5692260888022035,48.00111223409226,122.91293143676714,1251.721710178603,False
2025-12-26T19:07:32.272152,18.736179781649767,0.5692260888022035,48.00111223409226,122.91293143676714,1251.721710178603,False
2025-12-26T19:07:33.332401,18.736179781649767,0.5692260888022035,48.00111223409226,122.91293143676714,1251.721710178603,False
2025-12-26T19:07:37.271481,18.736179781649767,0.5692260888022035,48.00111223409226,12.291293143676715,1251.721710178603,False
2025-12-26T19:07:42.480759,18.736179781649767,0.5692260888022035,48.00111223409226,12.291293143676715,125.1721710178603,False
